MonitoringLocationIdentifier,CharacteristicName,ResultMeasure.MeasureUnitCode,count,begin_datetime,end_datetime,max,station_nm,agency_cd,site_no,dec_lat_va,dec_lon_va,hucCd,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName,begin_date,end_date,date_range_interval,date_range_yrs
21VASWCB-5BBKW002.50,Nitrogen,mg/l,102,NA,NA,7.79,BLACKWATER RD. BRIDGE IN BLACKWATER,21VASWCB,21VASWCB-5BBKW002.50,36.6078,-76.0849,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,BLACKWATER RD. BRIDGE IN BLACKWATER,River/Stream,NA,03010205,NA,NA,NA,NA,36.6078,-76.0849,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-07-17,2019-09-11,509760000,16.1533196440794
21VASWCB-2-IND000.98,Nitrogen,mg/l,98,NA,NA,4.1499999999999995,INDIAN RIVER RD. AT BRIDGE,21VASWCB,21VASWCB-2-IND000.98,36.823100000000004,-76.2369,02080208,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,INDIAN RIVER RD. AT BRIDGE,Estuary,NA,02080208,NA,NA,NA,NA,36.823100000000004,-76.2369,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,550,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-07-17,2019-09-11,509760000,16.1533196440794
21VASWCB-1AUMC004.43,Nitrogen,mg/l,91,NA,NA,1.1900000000000004,Rt. # 218  (Windsor Dr),21VASWCB,21VASWCB-1AUMC004.43,38.28810000000001,-77.06,02070011,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt. # 218  (Windsor Dr),Estuary,Trend station with chlorophyll - jst,02070011,NA,NA,NA,NA,38.28810000000001,-77.06,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Topographic Map Interpolation,SEALV,US,51,099,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-13,2019-10-08,509760000,16.1533196440794
21VASWCB-6CNFH085.20,Nitrogen,mg/l,106,NA,NA,1.3,RT. 91 BRIDGE ABOVE SALTVILLE,21VASWCB,21VASWCB-6CNFH085.20,36.8906,-81.7497,06010101,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 91 BRIDGE ABOVE SALTVILLE,River/Stream,Class IV GAGE 03488000,06010101,NA,NA,NA,NA,36.8906,-81.7497,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,173,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-18,2019-10-10,509500800,16.145106091718002
21VASWCB-6CSFH097.42,Nitrogen,mg/l,101,NA,NA,1.54,"RT 660 AT RIVERSIDE CHURCH, 50 YDS DOWNS",21VASWCB,21VASWCB-6CSFH097.42,36.760600000000004,-81.6314,06010102,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"RT 660 AT RIVERSIDE CHURCH, 50 YDS DOWNS",River/Stream,Class IV; near USGS gage 03471500.,06010102,NA,NA,NA,NA,36.760600000000004,-81.6314,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,173,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-18,2019-10-10,509500800,16.145106091718002
21VASWCB-4AROA067.91,Nitrogen,mg/l,111,NA,NA,1.47,RT.746 BRIDGE (WATKINS BRIDGE) NEAR RAND,21VASWCB,21VASWCB-4AROA067.91,36.9153,-78.74060000000001,03010102,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT.746 BRIDGE (WATKINS BRIDGE) NEAR RAND,River/Stream,Gage# 02066000,03010102,NA,NA,NA,NA,36.9153,-78.74060000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,083,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-04,2019-09-25,509414400,16.142368240930864
21VASWCB-4ACUB010.96,Nitrogen,mg/l,97,NA,NA,1.23,ROUTE 40 BRIDGE - CHARLOTTE COUNTY,21VASWCB,21VASWCB-4ACUB010.96,37.077799999999996,-78.7639,03010102,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,ROUTE 40 BRIDGE - CHARLOTTE COUNTY,River/Stream,Gage# 02065500,03010102,NA,NA,NA,NA,37.077799999999996,-78.7639,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,037,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-04,2019-09-25,509414400,16.142368240930864
21VASWCB-4AWFC002.12,Nitrogen,mg/l,97,NA,NA,1.62,"WARDS FORK CREEK, RT. 645 BRIDGE",21VASWCB,21VASWCB-4AWFC002.12,37.0064,-78.66999999999999,03010102,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"WARDS FORK CREEK, RT. 645 BRIDGE",River/Stream,NA,03010102,NA,NA,NA,NA,37.0064,-78.66999999999999,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,037,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-04,2019-09-25,509414400,16.142368240930864
21VASWCB-4ALLE005.22,Nitrogen,mg/l,111,NA,NA,1.4,Rt. 697 Bridge (Franklin Co.),21VASWCB,21VASWCB-4ALLE005.22,37.0608,-79.94140000000002,03010101,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt. 697 Bridge (Franklin Co.),River/Stream,RU22 CHANGED TO TREND 2009,03010101,NA,NA,NA,NA,37.0608,-79.94140000000002,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,067,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-20,2019-10-10,509328000,16.139630390143733
21VASWCB-4ATEL001.02,Nitrogen,mg/l,109,NA,NA,1.54,RT. 697 BRIDGE (FRANKLIN CO.),21VASWCB,21VASWCB-4ATEL001.02,37.0678,-79.9269,03010101,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 697 BRIDGE (FRANKLIN CO.),River/Stream,"RU22, CHANGED TO TREND 2009",03010101,NA,NA,NA,NA,37.0678,-79.9269,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,067,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-20,2019-10-10,509328000,16.139630390143733
21VASWCB-4ATKR000.69,Nitrogen,mg/l,106,NA,NA,2.08,RT. 24 BRIDGE ABOVE TOWN OF VINTON,21VASWCB,21VASWCB-4ATKR000.69,37.27530000000001,-79.90780000000001,03010101,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 24 BRIDGE ABOVE TOWN OF VINTON,River/Stream,Biomon sample in fall 2008 for CO nutrient criteria study.,03010101,NA,NA,NA,NA,37.27530000000001,-79.90780000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,770,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-07-21,2019-09-10,509328000,16.139630390143733
21VASWCB-4ABAU005.34,Nitrogen,mg/l,54,NA,NA,3.6,MARTINSVILLE RESERVOIR STATION AT DAM -,21VASWCB,21VASWCB-4ABAU005.34,36.7444,-79.87529999999998,03010103,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,MARTINSVILLE RESERVOIR STATION AT DAM -,Reservoir,NA,03010103,NA,NA,NA,NA,36.7444,-79.87529999999998,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-07-16,2019-09-05,509328000,16.139630390143733
21VASWCB-5ACPH002.59,Nitrogen,mg/l,22,NA,NA,1.81,Coppahaunk Sw at Rt. 603 below pond,21VASWCB,21VASWCB-5ACPH002.59,37.0236,-76.99810000000001,03010202,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Coppahaunk Sw at Rt. 603 below pond,River/Stream,NA,03010202,NA,NA,NA,NA,37.0236,-76.99810000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,183,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-06,2019-09-26,509328000,16.139630390143733
21VASWCB-2-CFP004.67,Nitrogen,mg/l,229,NA,NA,2.24,77 feet downstream of Rt. 42 bridge,21VASWCB,21VASWCB-2-CFP004.67,37.987199999999994,-79.49410000000002,02080202,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,77 feet downstream of Rt. 42 bridge,River/Stream,CB NON TIDAL Collocated with gauge 02020500,02080202,NA,NA,NA,NA,37.987199999999994,-79.49410000000002,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,163,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-28,2019-10-17,509241600,16.136892539356605
21VASWCB-2-MRY014.78,Nitrogen,mg/l,217,NA,NA,1.77,RT. 60 AT BEN SALEM WAYSIDE,21VASWCB,21VASWCB-2-MRY014.78,37.7522,-79.3922,02080202,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 60 AT BEN SALEM WAYSIDE,River/Stream,CB NON TIDAL 0.73 r-mi downstream from 02024000,02080202,NA,NA,NA,NA,37.7522,-79.3922,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,163,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-14,2019-10-03,509241600,16.136892539356605
21VASWCB-8-MPN039.10,Nitrogen,mg/l,116,NA,NA,1.61,Boat Ramp Just DS of RT. 360 @ Aylett,21VASWCB,21VASWCB-8-MPN039.10,37.7858,-77.10329999999999,02080105,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Boat Ramp Just DS of RT. 360 @ Aylett,Estuary,NA,02080105,NA,NA,NA,NA,37.7858,-77.10329999999999,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,101,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-28,2019-10-17,509241600,16.136892539356605
21VASWCB-5ABLW009.14,Nitrogen,mg/l,115,NA,NA,1.7,"RT. 189 BRIDGE, S OF FRANKLIN",21VASWCB,21VASWCB-5ABLW009.14,36.625800000000005,-76.89420000000001,03010202,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"RT. 189 BRIDGE, S OF FRANKLIN",River/Stream,Watershed K36 Mouth Station,03010202,NA,NA,NA,NA,36.625800000000005,-76.89420000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,175,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-27,2019-10-16,509241600,16.136892539356605
21VASWCB-5ANTW035.44,Nitrogen,mg/l,112,NA,NA,1.1,RT. 653 CAREYS BRIDGE,21VASWCB,21VASWCB-5ANTW035.44,36.76810000000001,-77.1656,03010201,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 653 CAREYS BRIDGE,River/Stream,"02047000 / NOTTOWAY RIVER NEAR SEBRELL, VA Watershed K27 Mouth Station",03010201,NA,NA,NA,NA,36.76810000000001,-77.1656,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,175,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-27,2019-10-16,509241600,16.136892539356605
21VASWCB-3-TOT005.11,Nitrogen,mg/l,108,NA,NA,1.57,RT. 3 BRIDGE AT TOTUSKEY BRIDGE,21VASWCB,21VASWCB-3-TOT005.11,37.923300000000005,-76.7211,02080104,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 3 BRIDGE AT TOTUSKEY BRIDGE,Estuary,NA,02080104,NA,NA,NA,NA,37.923300000000005,-76.7211,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,159,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-07-23,2019-09-11,509241600,16.136892539356605
21VASWCB-5ATRE008.48,Nitrogen,mg/l,102,NA,NA,1.6700000000000004,RT. 655 BRIDGE,21VASWCB,21VASWCB-5ATRE008.48,36.7349,-77.228,03010201,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 655 BRIDGE,River/Stream,lat/long corrected 11/13/03-JSH; NWBD CU42 - Three Creek-Hornet Swamp (upper end),03010201,NA,NA,NA,NA,36.7349,-77.228,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,175,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-27,2019-10-16,509241600,16.136892539356605
21VASWCB-5ABLW022.84,Nitrogen,mg/l,101,NA,NA,1.37,"RT.611 BR,JOYNER'S BR,N OF FRANKLIN(SOUT",21VASWCB,21VASWCB-5ABLW022.84,36.73330000000001,-76.91690000000001,03010202,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"RT.611 BR,JOYNER'S BR,N OF FRANKLIN(SOUT",River/Stream,gage 02049500,03010202,NA,NA,NA,NA,36.73330000000001,-76.91690000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,175,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-27,2019-10-16,509241600,16.136892539356605
21VASWCB-5ATRE016.02,Nitrogen,mg/l,100,NA,NA,2.5,RT. 659 BRIDGE,21VASWCB,21VASWCB-5ATRE016.02,36.7214,-77.3094,03010201,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 659 BRIDGE,River/Stream,Ambient trend + biomonitoring; NWBD CU39 - Three Creek-Otterdam Swamp (lower end),03010201,NA,NA,NA,NA,36.7214,-77.3094,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,175,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-27,2019-10-16,509241600,16.136892539356605
21VASWCB-2-CHK062.57,Nitrogen,mg/l,99,NA,NA,1.6800000000000004,CHICKAHOMINY RIVER RT. 360 BRIDGE,21VASWCB,21VASWCB-2-CHK062.57,37.59530000000001,-77.3825,02080206,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,CHICKAHOMINY RIVER RT. 360 BRIDGE,River/Stream,4.6 mi downstream from gauge 02042287 period of record for gatge 1991 to 1997,02080206,NA,NA,NA,NA,37.59530000000001,-77.3825,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,085,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-28,2019-10-17,509241600,16.136892539356605
21VASWCB-2-WLS025.32,Nitrogen,mg/l,98,NA,NA,1.08,WILLIS R @ Rt. 622 BRIDGE,21VASWCB,21VASWCB-2-WLS025.32,37.5547,-78.2889,02080205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,WILLIS R @ Rt. 622 BRIDGE,River/Stream,NA,02080205,NA,NA,NA,NA,37.5547,-78.2889,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,049,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-20,2019-10-09,509241600,16.136892539356605
21VASWCB-2-FAC009.46,Nitrogen,mg/l,97,NA,NA,1.47,Falling Creek at Rt 651,21VASWCB,21VASWCB-2-FAC009.46,37.443600000000004,-77.5221,02080206,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Falling Creek at Rt 651,River/Stream,at gage 02038000 (10/01/1955-12/07/1994),02080206,NA,NA,NA,NA,37.443600000000004,-77.5221,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,041,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-20,2019-10-09,509241600,16.136892539356605
21VASWCB-8-PMK056.87,Nitrogen,mg/l,96,NA,NA,1.97,PAMUNKEY R. AT RT. 360 BRIDGE,21VASWCB,21VASWCB-8-PMK056.87,37.685300000000005,-77.18329999999999,02080106,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,PAMUNKEY R. AT RT. 360 BRIDGE,Estuary,Longterm trend station approximately 2.0 miles above new Totopotomoy STP outfall.,02080106,NA,NA,NA,NA,37.685300000000005,-77.18329999999999,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,085,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-28,2019-10-17,509241600,16.136892539356605
21VASWCB-2-WLS004.27,Nitrogen,mg/l,95,NA,NA,1.1600000000000001,WILLIS R @ Rt. 605 BRIDGE,21VASWCB,21VASWCB-2-WLS004.27,37.688300000000005,-78.1436,02080205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,WILLIS R @ Rt. 605 BRIDGE,River/Stream,NA,02080205,NA,NA,NA,NA,37.688300000000005,-78.1436,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,049,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-20,2019-10-09,509241600,16.136892539356605
21VASWCB-2-APP085.85,Nitrogen,mg/l,94,NA,NA,1.6800000000000004,RT 621 BRIDGE - CUMBERLAND/AMELIA LINE,21VASWCB,21VASWCB-2-APP085.85,37.4522,-78.1494,02080207,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT 621 BRIDGE - CUMBERLAND/AMELIA LINE,River/Stream,Gage# 02039500,02080207,NA,NA,NA,NA,37.4522,-78.1494,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-20,2019-10-09,509241600,16.136892539356605
21VASWCB-7-CRY000.59,Nitrogen,mg/l,87,NA,NA,0.9500000000000002,CRYSTAL LAKE,21VASWCB,21VASWCB-7-CRY000.59,36.8789,-75.99390000000001,02080108,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,CRYSTAL LAKE,Estuary,NA,02080108,NA,NA,NA,NA,36.8789,-75.99390000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-14,2019-10-03,509241600,16.136892539356605
21VASWCB-7-WES002.58,Nitrogen,mg/l,84,NA,NA,1.04,BUOY #40,21VASWCB,21VASWCB-7-WES002.58,36.8619,-76.1156,02080108,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,BUOY #40,Estuary,NA,02080108,NA,NA,NA,NA,36.8619,-76.1156,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-14,2019-10-03,509241600,16.136892539356605
21VASWCB-7-WES000.62,Nitrogen,mg/l,81,NA,NA,1.23,BUOY #18,21VASWCB,21VASWCB-7-WES000.62,36.8883,-76.1069,02080108,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,BUOY #18,Estuary,NA,02080108,NA,NA,NA,NA,36.8883,-76.1069,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-14,2019-10-03,509241600,16.136892539356605
21VASWCB-7-LKN002.77,Nitrogen,mg/l,79,NA,NA,1.54,LOWER LINKHORN BAY,21VASWCB,21VASWCB-7-LKN002.77,36.858599999999996,-76.0094,02080108,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,LOWER LINKHORN BAY,Estuary,NA,02080108,NA,NA,NA,NA,36.858599999999996,-76.0094,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-14,2019-10-03,509241600,16.136892539356605
21VASWCB-7-BBY002.88,Nitrogen,mg/l,78,NA,NA,0.69,BUOY # 16,21VASWCB,21VASWCB-7-BBY002.88,36.8975,-76.0378,02080108,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,BUOY # 16,Estuary,NA,02080108,NA,NA,NA,NA,36.8975,-76.0378,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-14,2019-10-03,509241600,16.136892539356605
21VASWCB-7-EBL000.01,Nitrogen,mg/l,77,NA,NA,1.2,MOUTH MAPPS POINT,21VASWCB,21VASWCB-7-EBL000.01,36.8867,-76.0736,02080108,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,MOUTH MAPPS POINT,Estuary,NA,02080108,NA,NA,NA,NA,36.8867,-76.0736,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-14,2019-10-03,509241600,16.136892539356605
21VASWCB-7-LNC000.68,Nitrogen,mg/l,75,NA,NA,1.26,LITTLE NECK CREEK,21VASWCB,21VASWCB-7-LNC000.68,36.8658,-75.9983,02080108,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,LITTLE NECK CREEK,Estuary,NA,02080108,NA,NA,NA,NA,36.8658,-75.9983,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-14,2019-10-03,509241600,16.136892539356605
21VASWCB-7-EBL002.54,Nitrogen,mg/l,65,NA,NA,1.3,OFF WOLFSNARE POINT,21VASWCB,21VASWCB-7-EBL002.54,36.855599999999995,-76.0639,02080108,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,OFF WOLFSNARE POINT,Estuary,NA,02080108,NA,NA,NA,NA,36.855599999999995,-76.0639,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-14,2019-10-03,509241600,16.136892539356605
21VASWCB-2-RHC000.58,Nitrogen,mg/l,21,NA,NA,2.29,Rohoic Creek At Rt. 460,21VASWCB,21VASWCB-2-RHC000.58,37.2173,-77.44420000000002,02080207,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rohoic Creek At Rt. 460,River/Stream,"Lat/Long corrected to Rt. 460, msa 7/10/2014.",02080207,NA,NA,NA,NA,37.2173,-77.44420000000002,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,730,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-20,2019-10-09,509241600,16.136892539356605
21VASWCB-9-NEW081.72,Nitrogen,mg/l,106,NA,NA,2.9,RT. 11 BRIDGE AT RADFORD,21VASWCB,21VASWCB-9-NEW081.72,37.138600000000004,-80.57499999999999,05050001,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 11 BRIDGE AT RADFORD,River/Stream,"NE57, Gage: 03171000",05050001,NA,NA,NA,NA,37.138600000000004,-80.57499999999999,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,750,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-19,2019-10-07,509155200,16.134154688569478
21VASWCB-6ARSS024.30,Nitrogen,mg/l,96,NA,NA,1.57,near Haysi on Rt 613 Bridge #6003,21VASWCB,21VASWCB-6ARSS024.30,37.2197,-82.3025,05070202,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,near Haysi on Rt 613 Bridge #6003,River/Stream,Class IV; near USGS gage 03208500.,05070202,NA,NA,NA,NA,37.2197,-82.3025,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,051,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-21,2019-10-09,509155200,16.134154688569478
21VASWCB-3-HUE000.20,Nitrogen,mg/l,94,NA,NA,1.1700000000000004,Rt. # 644  (Reva Rd),21VASWCB,21VASWCB-3-HUE000.20,38.522200000000005,-78.17169999999999,02080103,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt. # 644  (Reva Rd),River/Stream,Trend station;  TMDL station FY05 (BST)  -  jst,02080103,NA,NA,NA,NA,38.522200000000005,-78.17169999999999,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Topographic Map Interpolation,SEALV,US,51,047,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-06,2019-09-23,509068800,16.131416837782336
21VASWCB-3-RPP175.51,Nitrogen,mg/l,94,NA,NA,1.71,Rt. # 647  (Crest Hill Rd),21VASWCB,21VASWCB-3-RPP175.51,38.7564,-78.02829999999999,02080103,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt. # 647  (Crest Hill Rd),River/Stream,Trend station;  TMDL stations FY05 (BST); CY17 & CY19 Biological monitoring return station from CY96. - jst,02080103,NA,NA,NA,NA,38.7564,-78.02829999999999,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Topographic Map Interpolation,SEALV,US,51,157,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-07,2019-09-23,508982400,16.128678986995205
21VASWCB-3-HAZ018.29,Nitrogen,mg/l,93,NA,NA,1.35,Rt. # 729  (Eggbornsville Rd),21VASWCB,21VASWCB-3-HAZ018.29,38.59830000000001,-78.06190000000001,02080103,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt. # 729  (Eggbornsville Rd),River/Stream,Trend station;  TMDL station FY05 (BST) - jst,02080103,NA,NA,NA,NA,38.59830000000001,-78.06190000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Topographic Map Interpolation,SEALV,US,51,047,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-07,2019-09-23,508982400,16.128678986995205
