MonitoringLocationIdentifier,CharacteristicName,ResultMeasure.MeasureUnitCode,count,begin_datetime,end_datetime,max,station_nm,agency_cd,site_no,dec_lat_va,dec_lon_va,hucCd,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName,begin_date,end_date,date_range_interval,date_range_yrs
21SC60WQ_WQX-CW-236,Nitrogen,mg/l,210,2001-07-18T16:20:00Z,2018-01-24T16:41:00Z,2.58,ROCKY CK AT S-12-138,21SC60WQ_WQX,21SC60WQ_WQX-CW-236,34.5695421,-80.9314375,03050103,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,ROCKY CK AT S-12-138,River/Stream,ROCKY CK AT S-12-138,03050103,NA,NA,NA,NA,34.5695421,-80.9314375,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,023,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-18,2018-01-24,521337600,16.520191649555098
21SC60WQ_WQX-CW-233,Nitrogen,mg/l,206,2001-07-18T16:40:00Z,2018-01-24T18:09:00Z,2.884,FISHING CREEK AT S-12-77,21SC60WQ_WQX,21SC60WQ_WQX-CW-233,34.6371572,-80.927841,03050103,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,FISHING CREEK AT S-12-77,River/Stream,FISHING CREEK AT S-12-77,03050103,NA,NA,NA,NA,34.6371572,-80.927841,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,023,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-18,2018-01-24,521337600,16.520191649555098
21SC60WQ_WQX-E-111,Nitrogen,mg/l,196,2001-07-18T14:35:00Z,2018-01-24T16:25:00Z,2.5,FOUR HOLE SWAMP AT SC 210,21SC60WQ_WQX,21SC60WQ_WQX-E-111,33.3646147,-80.5613878,03050205,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,FOUR HOLE SWAMP AT SC 210,River/Stream,FOUR HOLE SWAMP AT SC 210,03050205,NA,NA,NA,NA,33.3646147,-80.5613878,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,075,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-18,2018-01-24,521337600,16.520191649555098
21SC60WQ_WQX-PD-231,Nitrogen,mg/l,190,2001-06-05T20:03:00Z,2017-12-12T13:59:00Z,2.92,JEFFRIES CK AT UN# RD 3.3 MI ESE OF CLAUSSEN,21SC60WQ_WQX,21SC60WQ_WQX-PD-231,34.1217675,-79.5748153,03040201,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,JEFFRIES CK AT UN# RD 3.3 MI ESE OF CLAUSSEN,River/Stream,JEFFRIES CK AT UN# RD 3.3 MI ESE OF CLAUSSEN,03040201,NA,NA,NA,NA,34.1217675,-79.5748153,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,041,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-06-05,2017-12-12,521337600,16.520191649555098
21SC60WQ_WQX-E-008A,Nitrogen,mg/l,260,2001-07-12T16:00:00Z,2018-01-16T14:50:00Z,4.5649999999999995,N FORK EDISTO RVR AT S-38-63,21SC60WQ_WQX,21SC60WQ_WQX-E-008A,33.2921484,-80.8845086,03050203,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,N FORK EDISTO RVR AT S-38-63,River/Stream,N FORK EDISTO RVR AT S-38-63,03050203,NA,NA,NA,NA,33.2921484,-80.8845086,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,075,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-12,2018-01-16,521164800,16.514715947980836
21SC60WQ_WQX-E-012,Nitrogen,mg/l,218,2001-07-12T16:20:00Z,2018-01-16T15:22:00Z,1.6300000000000001,S FORK EDISTO RVR AT S-38-39 BRIDGE,21SC60WQ_WQX,21SC60WQ_WQX-E-012,33.3139892,-80.9647759,03050204,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,S FORK EDISTO RVR AT S-38-39 BRIDGE,River/Stream,S FORK EDISTO RVR AT S-38-39 BRIDGE,03050204,NA,NA,NA,NA,33.3139892,-80.9647759,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,075,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-12,2018-01-16,521164800,16.514715947980836
21SC60WQ_WQX-MD-260,Nitrogen,mg/l,174,2001-07-12T15:40:00Z,2018-01-16T14:52:00Z,1.252,S EDISTO RVR AT NORTHERN CONFLUENCE WITH ALLIGATOR CREEK -13-20,21SC60WQ_WQX,21SC60WQ_WQX-MD-260,32.567264,-80.3900703,03050206,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,S EDISTO RVR AT NORTHERN CONFLUENCE WITH ALLIGATOR CREEK -13-20,Estuary,S EDISTO RVR AT NORTHERN CONFLUENCE WITH ALLIGATOR CREEK -13-20,03050206,NA,NA,NA,NA,32.567264,-80.3900703,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,019,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-12,2018-01-16,521164800,16.514715947980836
21SC60WQ_WQX-E-008,Nitrogen,mg/l,22,2001-07-12T16:40:00Z,2018-01-16T14:13:00Z,2.8099999999999996,N FORK EDISTO RVR AT S-38-39 WSW OF ROWESVILLE,21SC60WQ_WQX,21SC60WQ_WQX-E-008,33.355263,-80.8870747,03050203,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,N FORK EDISTO RVR AT S-38-39 WSW OF ROWESVILLE,River/Stream,N FORK EDISTO RVR AT S-38-39 WSW OF ROWESVILLE,03050203,NA,NA,NA,NA,33.355263,-80.8870747,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,075,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-12,2018-01-16,521164800,16.514715947980836
21SC60WQ_WQX-S-004,Nitrogen,mg/l,198,2001-07-13T15:30:00Z,2018-01-16T14:25:00Z,1.23,N SALUDA RVR AT BRDG AB JCT WITH SALUDA RVR E OF SC 186,21SC60WQ_WQX,21SC60WQ_WQX-S-004,34.9789032,-82.5220176,03050109,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,N SALUDA RVR AT BRDG AB JCT WITH SALUDA RVR E OF SC 186,River/Stream,N SALUDA RVR AT BRDG AB JCT WITH SALUDA RVR E OF SC 186,03050109,NA,NA,NA,NA,34.9789032,-82.5220176,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,045,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-13,2018-01-16,521078400,16.511978097193705
21SC60WQ_WQX-S-299,Nitrogen,mg/l,194,2001-07-13T15:00:00Z,2018-01-16T14:50:00Z,1.08,SOUTH SALUDA RVR AT SC 186,21SC60WQ_WQX,21SC60WQ_WQX-S-299,34.9743203,-82.5390301,03050109,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,SOUTH SALUDA RVR AT SC 186,River/Stream,SOUTH SALUDA RVR AT SC 186,03050109,NA,NA,NA,NA,34.9743203,-82.5390301,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,045,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-13,2018-01-16,521078400,16.511978097193705
21SC60WQ_WQX-CW-174,Nitrogen,mg/l,102,2002-01-10T18:50:00Z,2018-07-16T18:55:00Z,2.17,CEDAR CK RESERVOIR AT UNIMP RD AB JCT WITH ROCKY CK,21SC60WQ_WQX,21SC60WQ_WQX-CW-174,34.5581595,-80.8916654,03050103,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,CEDAR CK RESERVOIR AT UNIMP RD AB JCT WITH ROCKY CK,Lake,CEDAR CK RESERVOIR AT UNIMP RD AB JCT WITH ROCKY CK,03050103,NA,NA,NA,NA,34.5581595,-80.8916654,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,023,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2002-01-10,2018-07-16,521078400,16.511978097193705
21SC60WQ_WQX-PD-009,Nitrogen,mg/l,256,2001-07-09T17:20:00Z,2018-01-11T15:30:00Z,2.9,LYNCHES RVR AT US 1,21SC60WQ_WQX,21SC60WQ_WQX-PD-009,34.4273321,-80.3216119,03040202,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,LYNCHES RVR AT US 1,River/Stream,LYNCHES RVR AT US 1,03040202,NA,NA,NA,NA,34.4273321,-80.3216119,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,055,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-09,2018-01-11,520992000,16.50924024640657
21SC60WQ_WQX-CSTL-102,Nitrogen,mg/l,160,2001-06-04T14:25:00Z,2017-12-07T17:00:00Z,2.9099999999999997,ASHLEY RVR AT SC 165 4.8 MI SSW OF SUMMERVILLE,21SC60WQ_WQX,21SC60WQ_WQX-CSTL-102,32.9583688,-80.2009923,03050201,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,ASHLEY RVR AT SC 165 4.8 MI SSW OF SUMMERVILLE,River/Stream,ASHLEY RVR AT SC 165 4.8 MI SSW OF SUMMERVILLE,03050201,NA,NA,NA,NA,32.9583688,-80.2009923,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,035,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-06-04,2017-12-07,520992000,16.50924024640657
21SC60WQ_WQX-SV-192,Nitrogen,mg/l,166,2002-01-08T16:30:00Z,2018-07-11T18:30:00Z,1.256,LITTLE RIVER AT S-33-19,21SC60WQ_WQX,21SC60WQ_WQX-SV-192,34.0136822,-82.4653235,03060103,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,LITTLE RIVER AT S-33-19,River/Stream,LITTLE RIVER AT S-33-19,03060103,NA,NA,NA,NA,34.0136822,-82.4653235,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,065,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2002-01-08,2018-07-11,520819200,16.503764544832308
21SC60WQ_WQX-S-042,Nitrogen,mg/l,52,2001-06-05T15:05:00Z,2017-12-06T14:43:00Z,1.275,BUSH RIVER AT SC 560 S OF JOANNA,21SC60WQ_WQX,21SC60WQ_WQX-S-042,34.3632183,-81.7857474,03050109,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,BUSH RIVER AT SC 560 S OF JOANNA,River/Stream,BUSH RIVER AT SC 560 S OF JOANNA,03050109,NA,NA,NA,NA,34.3632183,-81.7857474,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,071,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-06-05,2017-12-06,520819200,16.503764544832308
21SC60WQ_WQX-SV-175,Nitrogen,mg/l,256,2001-06-05T16:52:00Z,2017-12-05T14:45:00Z,2.823,LOWER THREE RUNS CK AT SC 125 11 MI NW OF ALLENDALE,21SC60WQ_WQX,21SC60WQ_WQX-SV-175,33.0731128,-81.4771896,03060106,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,LOWER THREE RUNS CK AT SC 125 11 MI NW OF ALLENDALE,River/Stream,LOWER THREE RUNS CK AT SC 125 11 MI NW OF ALLENDALE,03060106,NA,NA,NA,NA,33.0731128,-81.4771896,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,005,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-06-05,2017-12-05,520732800,16.501026694045173
21SC60WQ_WQX-CSTL-116,Nitrogen,mg/l,254,2001-07-23T15:30:00Z,2018-01-22T15:07:00Z,2.2600000000000002,LEMON CREEK AT S-05-541,21SC60WQ_WQX,21SC60WQ_WQX-CSTL-116,33.2165689,-80.9908021,03050207,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,LEMON CREEK AT S-05-541,River/Stream,LEMON CREEK AT S-05-541,03050207,NA,NA,NA,NA,33.2165689,-80.9908021,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,009,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-23,2018-01-22,520732800,16.501026694045173
21SC60WQ_WQX-CSTL-048,Nitrogen,mg/l,226,2001-07-23T16:25:00Z,2018-01-22T15:55:00Z,1.72,SALKEHATCHIE RIVER AT U.S. 301 and 321,21SC60WQ_WQX,21SC60WQ_WQX-CSTL-048,33.1128734,-81.1854073,03050207,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,SALKEHATCHIE RIVER AT U.S. 301 and 321,River/Stream,SALKEHATCHIE RIVER AT U.S. 301 and 321,03050207,NA,NA,NA,NA,33.1128734,-81.1854073,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,005,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-23,2018-01-22,520732800,16.501026694045173
21SC60WQ_WQX-MD-045,Nitrogen,mg/l,214,2001-08-09T16:12:00Z,2018-02-08T16:27:00Z,4.085,COOPER RVR AB MOUTH OF SHIPYD CK AT CHANNEL BUOY 49,21SC60WQ_WQX,21SC60WQ_WQX-MD-045,32.8453274,-79.933469,03050201,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,COOPER RVR AB MOUTH OF SHIPYD CK AT CHANNEL BUOY 49,Estuary,COOPER RVR AB MOUTH OF SHIPYD CK AT CHANNEL BUOY 49,03050201,NA,NA,NA,NA,32.8453274,-79.933469,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,019,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-08-09,2018-02-08,520732800,16.501026694045173
21SC60WQ_WQX-CSTL-115,Nitrogen,mg/l,212,2001-07-23T16:00:00Z,2018-01-22T14:33:00Z,3.2270000000000003,LITTLE SALKEHATCHIE RIVER AT U.S. 601,21SC60WQ_WQX,21SC60WQ_WQX-CSTL-115,33.1545803,-81.0115168,03050207,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,LITTLE SALKEHATCHIE RIVER AT U.S. 601,River/Stream,LITTLE SALKEHATCHIE RIVER AT U.S. 601,03050207,NA,NA,NA,NA,33.1545803,-81.0115168,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,009,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-23,2018-01-22,520732800,16.501026694045173
21SC60WQ_WQX-E-015A,Nitrogen,mg/l,152,2001-06-05T17:47:00Z,2017-12-05T16:12:00Z,1.474,FOUR HOLE SWAMP AT S-18-19,21SC60WQ_WQX,21SC60WQ_WQX-E-015A,33.056666,-80.4041393,03050205,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,FOUR HOLE SWAMP AT S-18-19,River/Stream,FOUR HOLE SWAMP AT S-18-19,03050205,NA,NA,NA,NA,33.056666,-80.4041393,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,035,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-06-05,2017-12-05,520732800,16.501026694045173
21SC60WQ_WQX-PD-012,Nitrogen,mg/l,240,2001-07-31T18:30:00Z,2018-01-29T17:53:00Z,3.61,PEE DEE RVR AT US 1 NE CHERAW,21SC60WQ_WQX,21SC60WQ_WQX-PD-012,34.7087331,-79.8751436,03040201,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,PEE DEE RVR AT US 1 NE CHERAW,River/Stream,PEE DEE RVR AT US 1 NE CHERAW,03040201,NA,NA,NA,NA,34.7087331,-79.8751436,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,069,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-31,2018-01-29,520646400,16.49828884325804
21SC60WQ_WQX-PD-338,Nitrogen,mg/l,236,2001-07-31T15:50:00Z,2018-01-29T15:36:00Z,1.373,THOMPSON CK AT S-13-148 S OF CHERAW,21SC60WQ_WQX,21SC60WQ_WQX-PD-338,34.6581646,-79.8852696,03040201,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,THOMPSON CK AT S-13-148 S OF CHERAW,River/Stream,THOMPSON CK AT S-13-148 S OF CHERAW,03040201,NA,NA,NA,NA,34.6581646,-79.8852696,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,025,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-31,2018-01-29,520646400,16.49828884325804
21SC60WQ_WQX-B-018A,Nitrogen,mg/l,232,2001-07-12T14:30:00Z,2018-01-10T16:25:00Z,3.8899999999999997,NORTH TYGER RVR AT S-42-231; 11 MI S OF SPARTANBURG,21SC60WQ_WQX,21SC60WQ_WQX-B-018A,34.7886099,-81.9523167,03050107,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,NORTH TYGER RVR AT S-42-231; 11 MI S OF SPARTANBURG,River/Stream,NORTH TYGER RVR AT S-42-231; 11 MI S OF SPARTANBURG,03050107,NA,NA,NA,NA,34.7886099,-81.9523167,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,083,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-12,2018-01-10,520646400,16.49828884325804
21SC60WQ_WQX-B-332,Nitrogen,mg/l,232,2001-07-12T14:10:00Z,2018-01-10T16:40:00Z,2.7,S TYGER RVR AT S-42-86; 5 MI NE OF WOODRUFF,21SC60WQ_WQX,21SC60WQ_WQX-B-332,34.7830168,-81.972298,03050107,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,S TYGER RVR AT S-42-86; 5 MI NE OF WOODRUFF,River/Stream,S TYGER RVR AT S-42-86; 5 MI NE OF WOODRUFF,03050107,NA,NA,NA,NA,34.7830168,-81.972298,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,083,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-12,2018-01-10,520646400,16.49828884325804
21SC60WQ_WQX-B-044,Nitrogen,mg/l,220,2001-07-11T18:50:00Z,2018-01-09T14:21:00Z,3.52,BROAD RVR AT SC 211 12 MI SE OF GAFFNEY,21SC60WQ_WQX,21SC60WQ_WQX-B-044,34.937534,-81.4799653,03050105,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,BROAD RVR AT SC 211 12 MI SE OF GAFFNEY,River/Stream,BROAD RVR AT SC 211 12 MI SE OF GAFFNEY,03050105,NA,NA,NA,NA,34.937534,-81.4799653,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,021,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-11,2018-01-09,520646400,16.49828884325804
21SC60WQ_WQX-E-011,Nitrogen,mg/l,216,2001-07-18T16:05:00Z,2018-01-16T16:40:00Z,3.4699999999999998,S FORK EDISTO RVR AT SC 39,21SC60WQ_WQX,21SC60WQ_WQX-E-011,33.4790205,-81.3127531,03050204,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,S FORK EDISTO RVR AT SC 39,River/Stream,S FORK EDISTO RVR AT SC 39,03050204,NA,NA,NA,NA,33.4790205,-81.3127531,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,075,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-18,2018-01-16,520646400,16.49828884325804
21SC60WQ_WQX-B-048,Nitrogen,mg/l,202,2001-07-11T18:30:00Z,2018-01-09T14:50:00Z,4.5,PACOLET RVR AT SC 105 6 MI AB JCT WITH BROAD RVR,21SC60WQ_WQX,21SC60WQ_WQX-B-048,34.8736691,-81.5316828,03050105,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,PACOLET RVR AT SC 105 6 MI AB JCT WITH BROAD RVR,River/Stream,PACOLET RVR AT SC 105 6 MI AB JCT WITH BROAD RVR,03050105,NA,NA,NA,NA,34.8736691,-81.5316828,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,021,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-11,2018-01-09,520646400,16.49828884325804
21SC60WQ_WQX-PD-353,Nitrogen,NA,80,2001-06-06T15:42:00Z,2017-12-05T14:35:00Z,-Inf,BLACK RIVER AT S-43-57,21SC60WQ_WQX,21SC60WQ_WQX-PD-353,33.9503461,-80.1797158,03040205,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,BLACK RIVER AT S-43-57,River/Stream,BLACK RIVER AT S-43-57,03040205,NA,NA,NA,NA,33.9503461,-80.1797158,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,085,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-06-06,2017-12-05,520646400,16.49828884325804
21SC60WQ_WQX-BL-001,Nitrogen,mg/l,242,2001-07-13T17:35:00Z,2018-01-10T15:30:00Z,12.44,LAWSONS FORK CK AT S-42-108,21SC60WQ_WQX,21SC60WQ_WQX-BL-001,34.9437004,-81.7885486,03050105,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,LAWSONS FORK CK AT S-42-108,River/Stream,LAWSONS FORK CK AT S-42-108,03050105,NA,NA,NA,NA,34.9437004,-81.7885486,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,083,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-13,2018-01-10,520560000,16.49555099247091
21SC60WQ_WQX-B-014,Nitrogen,mg/l,238,2001-07-13T18:20:00Z,2018-01-10T18:10:00Z,5.3,MIDDLE TYGER RVR AT S-42-64,21SC60WQ_WQX,21SC60WQ_WQX-B-014,34.8764904,-82.0254214,03050107,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,MIDDLE TYGER RVR AT S-42-64,River/Stream,MIDDLE TYGER RVR AT S-42-64,03050107,NA,NA,NA,NA,34.8764904,-82.0254214,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,083,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-13,2018-01-10,520560000,16.49555099247091
21SC60WQ_WQX-B-040,Nitrogen,mg/l,228,2001-07-13T00:30:00Z,2018-01-10T17:30:00Z,5.76,ENOREE RVR AT S-30-112,21SC60WQ_WQX,21SC60WQ_WQX-B-040,34.6685019,-82.0120005,03050108,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,ENOREE RVR AT S-30-112,River/Stream,ENOREE RVR AT S-30-112,03050108,NA,NA,NA,NA,34.6685019,-82.0120005,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,083,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-13,2018-01-10,520560000,16.49555099247091
21SC60WQ_WQX-CW-041,Nitrogen,mg/l,190,2001-07-19T18:10:00Z,2018-01-16T14:15:00Z,3.5,CATAWBA RVR AT SC 5 AB BOWATER,21SC60WQ_WQX,21SC60WQ_WQX-CW-041,34.8537518,-80.8666314,03050103,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,CATAWBA RVR AT SC 5 AB BOWATER,River/Stream,CATAWBA RVR AT SC 5 AB BOWATER,03050103,NA,NA,NA,NA,34.8537518,-80.8666314,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-19,2018-01-16,520560000,16.49555099247091
21SC60WQ_WQX-BF-008,Nitrogen,mg/l,252,2001-07-30T16:30:00Z,2018-01-22T16:28:00Z,9.5,FAIRFOREST CK AT S-44-16 SW OF UNION,21SC60WQ_WQX,21SC60WQ_WQX-BF-008,34.6493676,-81.6613312,03050107,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,FAIRFOREST CK AT S-44-16 SW OF UNION,River/Stream,FAIRFOREST CK AT S-44-16 SW OF UNION,03050107,NA,NA,NA,NA,34.6493676,-81.6613312,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-30,2018-01-22,520128000,16.48186173853525
21SC60WQ_WQX-S-298,Nitrogen,mg/l,246,2001-06-11T17:20:00Z,2017-12-04T14:36:00Z,1.75,SALUDA RVR AT USGS GAGING STATION; 1/2 MI BELOW I-20,21SC60WQ_WQX,21SC60WQ_WQX-S-298,34.0138551,-81.0878092,03050109,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,SALUDA RVR AT USGS GAGING STATION; 1/2 MI BELOW I-20,River/Stream,SALUDA RVR AT USGS GAGING STATION; 1/2 MI BELOW I-20,03050109,NA,NA,NA,NA,34.0138551,-81.0878092,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,079,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-06-11,2017-12-04,520128000,16.48186173853525
21SC60WQ_WQX-B-046,Nitrogen,mg/l,184,2001-07-30T16:00:00Z,2018-01-22T14:40:00Z,5.859999999999999,BROAD RVR AT SC 72/215/121 3 MI E OF CARLISLE,21SC60WQ_WQX,21SC60WQ_WQX-B-046,34.595079,-81.4199782,03050106,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,BROAD RVR AT SC 72/215/121 3 MI E OF CARLISLE,River/Stream,BROAD RVR AT SC 72/215/121 3 MI E OF CARLISLE,03050106,NA,NA,NA,NA,34.595079,-81.4199782,NA,NA,NA,GPS Code (Pseudo Range) Differential,WGS84,NA,NA,NA,NA,NA,NA,US,45,023,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-07-30,2018-01-22,520128000,16.48186173853525
